source_workbook,source_sheet,source_row,raw_story_id,story_id,cq_id,cq_text_nonempty,hidden_source_row,mapping_method,merged_source_range,full_generation_included,included_in_normalized_dataset,exclusion_reason,missing_gold_only,included_in_gold_evaluable_scope,mapping_rule,gold_mapping_method,mapping_status,gold_path,gold_sha256,gold_parse_success,exclusion_reasons
Dataset.xlsx,CQs,14,,,JAMSCQ13,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,15,,,MPROJCQ1,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,16,,,MPROJCQ2,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,17,,,MPROJCQ3,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,18,Paul#2_ResourceReliability;Ortenz#1_MusicAndChildhood,Paul#2_ResourceReliability;Ortenz#1_MusicAndChildhood,SOURCECQ1,true,false,exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part2/SOURCECQ1.ttl,67592af90f3822b408c9652f8f16e07d67246254e26eca10359ab4795abf29fd,True,
Dataset.xlsx,CQs,19,Paul#2_ResourceReliability;Ortenz#1_MusicAndChildhood,Paul#2_ResourceReliability;Ortenz#1_MusicAndChildhood,SOURCECQ2,true,false,exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part2/SOURCECQ2.ttl,b524f3d94473bf84a6f3645bea49585ae4a76e6e2bae3b0657fdbbce39a148fa,True,
Dataset.xlsx,CQs,20,Paul#2_ResourceReliability;Ortenz#1_MusicAndChildhood,Paul#2_ResourceReliability;Ortenz#1_MusicAndChildhood,SOURCECQ4,true,false,exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part2/SOURCECQ4.ttl,5e92dcc3e5301ec4808b4c94f804d384d4f717f8f1583946740d32a4a7e5c9ba,True,
Dataset.xlsx,CQs,21,Paul#2_ResourceReliability;Ortenz#1_MusicAndChildhood,Paul#2_ResourceReliability;Ortenz#1_MusicAndChildhood,SOURCECQ5,true,false,exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part2/SOURCECQ5.ttl,38a90c38eed80e0210c61ce764f88ca97656cdc2279b4d575f43db1bba5b39d6,True,
Dataset.xlsx,CQs,22,Paul#2_ResourceReliability;Ortenz#1_MusicAndChildhood,Paul#2_ResourceReliability;Ortenz#1_MusicAndChildhood,SOURCECQ6,true,false,exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part2/SOURCECQ6.ttl,38a90c38eed80e0210c61ce764f88ca97656cdc2279b4d575f43db1bba5b39d6,True,
Dataset.xlsx,CQs,23,Sophia#3_Reorchestration,Sophia#3_Reorchestration,MINSTCQ1,true,false,exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part2/MINSTCQ1.ttl,4d7dc32efb15b9550692747be43d7db242296c7575b46241425d28e85a12e15d,True,
Dataset.xlsx,CQs,24,Sophia#3_Reorchestration,Sophia#3_Reorchestration,MINSTCQ2,true,false,exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part2/MINSTCQ2.ttl,6557074600c01badcddbcaf3b4cb53db78412a917cc09ed2ae546a52c6a30d0d,True,
Dataset.xlsx,CQs,25,Sophia#3_Reorchestration,Sophia#3_Reorchestration,MINSTCQ3,true,false,exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part2/MINSTCQ3.ttl,11cfd9e326a5f1f6dfe9782d455ff839b50d03765479e416c579b124c3151649,True,
Dataset.xlsx,CQs,26,Sophia#3_Reorchestration,Sophia#3_Reorchestration,MINSTCQ4,true,false,exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part2/MINSTCQ4.ttl,127addd47a1c263a62f3fe41c9c7c53a3c27a42b32a29c0f9f22bbad42a6aeca,True,
Dataset.xlsx,CQs,27,Sophia#3_Reorchestration,Sophia#3_Reorchestration,MINSTCQ5,true,false,exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part2/MINSTCQ5.ttl,3373162f53d906f1a372962062ea87382947e1e4ae0c4fc7095e7d090a310e09,True,
Dataset.xlsx,CQs,28,Sophia#3_Reorchestration,Sophia#3_Reorchestration,MINSTCQ7,true,false,exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part2/MINSTCQ7.ttl,9cdbde79a551b6a3a9cceb0ca24150c91dcd71e8049fc9413bc08fcc31028901,True,
Dataset.xlsx,CQs,29,,,MROCQ1,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,30,,,MROCQ2,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,31,,,MROCQ3,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,32,,,MROCQ4,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,33,,,MROCQ5,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,34,,,MROCQ6,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,35,,,MROCQ7,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,36,,,MROCQ8,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,37,,,MROCQ9,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,38,,,MROCQ10,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,39,,,PCORECQ1,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,40,,,PCORECQ2,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,41,,,PCORECQ3,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,42,,,PCORECQ4,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,43,,,PCORECQ5,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,44,,,PCORECQ6,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,45,,,PCORECQ7,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,46,,,PCORECQ8,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,47,,,PCORECQ9,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,48,,,PCORECQ10,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,49,,,PCORECQ11,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,50,,,PCORECQ12,true,true,unmapped,,false,false,missing_story_id,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,missing_story_id
Dataset.xlsx,CQs,51,Sage#1_WHOW,Sage#1_WHOW,WHOWHYCQ1,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,52,Sage#1_WHOW,Sage#1_WHOW,WHOWHYCQ4,true,false,exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part2/WHOWHYCQ4.ttl,b158f3d630febfb64f6d8baebe9d92ddaf16320585ca77c63d758dfc7d4bb32e,True,
Dataset.xlsx,CQs,53,,,,false,true,unmapped,,false,false,empty_cq,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,empty_cq
Dataset.xlsx,CQs,54,,,,false,true,unmapped,,false,false,empty_cq,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,empty_cq
Dataset.xlsx,CQs,55,,,,false,true,unmapped,,false,false,empty_cq,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,empty_cq
Dataset.xlsx,CQs,56,,,,false,true,unmapped,,false,false,empty_cq,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,empty_cq
Dataset.xlsx,CQs,57,,,,false,true,unmapped,,false,false,empty_cq,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,empty_cq
Dataset.xlsx,CQs,58,,,,false,true,unmapped,,false,false,empty_cq,false,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,empty_cq
Dataset.xlsx,CQs,59,3,3,cq2,true,false,normalized_exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part1/cq2.ttl,983a27b7f5445ce76faa1bcf793216fd2ec0bcf041e519f6ea91076c0d8e89e5,True,
Dataset.xlsx,CQs,60,5,5,cq4,true,false,normalized_exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part1/cq4.ttl,6ae017d1862967e3e04fde042f1c6f07a66874ba01267ef9e3249d30fc565d65,True,
Dataset.xlsx,CQs,61,2,2,cq6,true,false,normalized_exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part1/cq6.ttl,cfe81e043ae68e2116bed564c9f3f9258d06ebe8092713ab5e79448101a7319b,True,
Dataset.xlsx,CQs,62,6,6,cq7,true,false,normalized_exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part1/cq7.ttl,855b2a243163f9530713f4d37c6bac3812b7942cc760e39c42a9509c4a147c2c,True,
Dataset.xlsx,CQs,63,1,1,cq8,true,false,normalized_exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part1/cq8.ttl,38d99cce2bfe412cf9738397e1859a4e0febed85a378b94a83abde9311385e42,True,
Dataset.xlsx,CQs,64,5,5,cq9,true,false,normalized_exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part1/cq9.ttl,493b893929d2f34557684bb13939327bb1f5ad7c1172569193989420d23e1ad0,True,
Dataset.xlsx,CQs,65,3,3,cq11,true,false,normalized_exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part1/cq11.ttl,38d99cce2bfe412cf9738397e1859a4e0febed85a378b94a83abde9311385e42,True,
Dataset.xlsx,CQs,66,4,4,cq12,true,false,normalized_exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part1/cq12.ttl,91acf4982df26fc0b63cff6e842ed0efd6798c22facd9f076195025dbcf99649,True,
Dataset.xlsx,CQs,67,11,11,cq13,true,false,normalized_exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part1/cq13.ttl,91acf4982df26fc0b63cff6e842ed0efd6798c22facd9f076195025dbcf99649,True,
Dataset.xlsx,CQs,68,12,12,cq14,true,false,normalized_exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part1/cq14.ttl,88f764be6f197baa495e4d62fd3c616a7545899b36228237a0880ec52ecae64b,True,
Dataset.xlsx,CQs,69,5,5,cq15,true,false,normalized_exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part1/cq15.ttl,005061c543fc9f306b19678cf195d27e94149ce8b918b9d06bd686d85003c909,True,
Dataset.xlsx,CQs,70,14,14,cq17,true,false,normalized_exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part1/cq17.ttl,bfdcd5e293ebd68cafa025c947683e2f2a5b4e848553b1c85e6abe0ce8a36bd0,True,
Dataset.xlsx,CQs,71,15,15,cq19,true,false,normalized_exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part1/cq19.ttl,9d6b6347f3d748e6dacda3f7e09eda9e910776afe05eef009b3dbd12f63cd8f1,True,
Dataset.xlsx,CQs,72,16,16,cq20,true,false,normalized_exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,73,16,16,cq21,true,false,normalized_exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,74,12,12,cq22,true,false,normalized_exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,75,FestS,FestS,FestSCQ1,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,76,FestS,FestS,FestSCQ2,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,77,FestS,FestS,FestSCQ3,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,78,FestS,FestS,FestSCQ4,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,79,FestS,FestS,FestSCQ5,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,80,FestS,FestS,FestSCQ6,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,81,FestS,FestS,FestSCQ7,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,82,FestS,FestS,FestSCQ8,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,83,FestS,FestS,FestSCQ9,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,84,FestS,FestS,FestSCQ10,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,85,FestS,FestS,FestSCQ11,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,86,FestS,FestS,FestSCQ12,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,87,FestS,FestS,FestSCQ13,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,88,FestS,FestS,FestSCQ14,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,89,FestS,FestS,FestSCQ15,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,90,MusicS,MusicS,MusicSCQ1,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,91,MusicS,MusicS,MusicSCQ2,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,92,MusicS,MusicS,MusicSCQ3,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,93,MusicS,MusicS,MusicSCQ4,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,94,MusicS,MusicS,MusicSCQ5,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,95,MusicS,MusicS,MusicSCQ6,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,96,MusicS,MusicS,MusicSCQ7,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,97,MusicS,MusicS,MusicSCQ8,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,98,MusicS,MusicS,MusicSCQ9,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,99,MusicS,MusicS,MusicSCQ10,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,100,MusicS,MusicS,MusicSCQ11,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,101,MusicS,MusicS,MusicSCQ12,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,102,MusicS,MusicS,MusicSCQ13,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,103,MusicS,MusicS,MusicSCQ14,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,104,MusicS,MusicS,MusicSCQ15,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,105,HospitalS,HospitalS,HospitalSCQ1,true,false,exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part2/hospitalscq1.ttl,b128c28519d9a60171d82fe72c4a1ea76dd0fd0d297c900f1a90c96656a18b2d,True,
Dataset.xlsx,CQs,106,HospitalS,HospitalS,HospitalSCQ2,true,false,exact_id,,true,true,,false,true,case-insensitive exact CQID-to-filename-stem,exact_id,mapped,datasets/ontology_generation/gold/modules_part2/hospitalscq2.ttl,4f84289b9867957276cb7503967a6910fef93f77df7c69f3bf5cf4ba4c95fae6,True,
Dataset.xlsx,CQs,107,HospitalS,HospitalS,HospitalSCQ3,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,108,HospitalS,HospitalS,HospitalSCQ4,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,109,HospitalS,HospitalS,HospitalSCQ5,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,110,HospitalS,HospitalS,HospitalSCQ6,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,111,HospitalS,HospitalS,HospitalSCQ7,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,112,HospitalS,HospitalS,HospitalSCQ8,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,113,HospitalS,HospitalS,HospitalSCQ9,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,114,HospitalS,HospitalS,HospitalSCQ10,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,115,HospitalS,HospitalS,HospitalSCQ11,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,116,HospitalS,HospitalS,HospitalSCQ12,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,117,HospitalS,HospitalS,HospitalSCQ13,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,118,HospitalS,HospitalS,HospitalSCQ14,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
Dataset.xlsx,CQs,119,HospitalS,HospitalS,HospitalSCQ15,true,false,exact_id,,true,true,,true,false,case-insensitive exact CQID-to-filename-stem,unmapped,missing,,,,
